ID;Nome;Ingredientes
7195;Icicle Pickles;["pepinos","vinagre","alum","sal","açúcar","água"]
7196;Enchiladas;["carne moída","cebola","Queijo Cheddar","tortillas de farinha","creme condensado","piment�es verdes","leite","Velveeta queijo"]
7197;Banana Bread;["Manteiga","açúcar","mel","ovos","bananas","farinha","bicarbonato de sódio","sal","porcas"]
7198;Trash;["manteiga de amendoim","manteiga","Chocolate Chips","cereal","pretzels","Cheerios","açúcar"]
7199;Sweet Potato Casserole;["Batatas doces","manteiga","suco de laranja","abacaxi","marshmallows","manteiga","metades"]
7200;Paprika Chicken;["margarina","skyless","creme de sopa de cogumelos","paprika","ground","pimenta vermelha","creme azedo","macarrão"]
7201;Lemon Bites;["mistura de bolo com sabor de limão","ovo","açúcar"]
7202;Mexican Crunch;["chuck chuck","Queijo","salsa chunky","tortilla chips"]
7203;Green Bean Casserole;["feij�es verdes","creme azedo","sopa de cogumelo","sal de alho","queijo cheddar","biscoitos de pilha","manteiga"]
7204;Creamy Pineapple Salad;["abacaxi","limão","queijo creme","Aipo","nozes","pimento","mayonnaise"]
7205;Raspberry Orange Cooler;["Leite","suco de laranja","sorvete de baunilha","iogurte de framboesa"]
7206;Seven Layer Cookies;["manteiga","cracker de Graham migalhas","coco","chocolate semi-doce Mormsels","butterchot Mormsels","nozes","leite condensado"]
7207;Pecan Brittle;["açúcar","xarope branco","água","porcas","manteiga","baunilha","refrigerante"]
7208;Coconut Pies;["Oleo","açúcar castanho claro","ovos","farinha","leite","coconut","baunilha"]
7209;Seven Layer Salad;["cabe�a alface","aipo","pimenta verde","ervilhas congeladas","mayonnaise","açúcar  queijo","bacon"]
7210;Buttermilk Biscuits;["Farinha","Faring em p�","bicarbonato de sódio","sal","manteiga fria","buttermilk","leite"]
7211;Polka Dot Cake;["encurtamento","açúcar","farinha de bolo","Leite","Chocolate Chips","Baunilha","ovos","de revestimento de a��o dupla","sal"]
7212;Cauliflower Salad;["Alface de cabe�a","Couve-flor","ervilhas congeladas","mistura de vestir italiano","mayonnaise","bacon","queijo parmesão"]
7213;Peach Crisp;["pêssegos","manteiga","manteiga  pecans"]
7214;Grandma Lee'S Meat Balls;["carne moída","carne de porco moída","alho","ovos","migalhas de pão","azeite","queijo romano","sal"]
7215;Lemon Pie;["Farinha","açúcar","cornstarca","água fria","água","gemas","manteiga","suco de limão","sal"]
7216;Buttermilk Cookies;["encurtamento","açúcar","ovos","sal","buttermilk","baunilha","Soda","fermento","farinha"]
7217;Flitch (Candy);["açúcar","manteiga","baunilha","leite","manteiga de amendoim"]
7218;Italian Sauteed Chicken With Italian Mushroom Rice;["Frango","Farinha","Pimenta branca","manteiga","azeite","alho","alecrim","doce manjeric�o","vinho branco","arroz de cogumelo italiano"]
7219;Tenderloin Deluxe;["tenderloins","manteiga","cebola verde","cogumelos","manteiga","molho de soja","mostarda","pimenta","xerez"]
7220;Honey-Graham Bread;["Ground de pedra","Honey","encurtamento","sal","levedura seca ativa","água muito quente","All-Propósito"]
7221;Easy Truffles;["semi-doce chocolate","cream cheese","confeiteiro açúcar","baunilha","nozes"]
7222;Strawberry Delight;["Bolo","Glaze de morango","morangos frescos","creme"]
7223;Raspberry Sauce;["framboesas congeladas","açúcar"]
7224;Cream Of Broccoli Soup;["brócolis","creme de sopa de cogumelos","leite","manteiga","estrag�o","sal"]
7225;Pineapple Sandwiches;["manteiga","açúcar","abacaxi","farinha","cream cheese"]
7226;Sleeping Cookies;["claras de ovo","sal","açúcar","baunilha","Chips Chocolate"]
7227;Peach Cobbler;["Bisquick","Leite","açúcar","pêssegos","fermento em pó","oleo"]
7228;Turkey And Rice Casserole;["arroz","sopa de cogumelo","pe�as de cogumelos","ovo","Turquia","Aipo","cebola","Caldo de Turquia","queijo americano"]
7229;Crab Dip;["Crabmeat","Cream Cheese","Mayonnaise","Leite","r�bano","flocos de cebola"]
7230;Crock-Pot Hot Dogs;["Grape gel�ia","mostarda","cachorros quentes"]
7231;Biscuit Rolls;["Farinha","refrigerante","salking em p�","Sugar","encurtamento","buttermilk","água morna","levedura"]
7232;Sweet Potato Pecan Pie;["batatas","ovos","açúcar","Leite  canela","noz-moscado","gengibre","cravo","manteiga","ovos","manteiga","","xarope","pecans","shells de torta"]
7233;Poppy Seed Dressing;["açúcar","mel","óleo vegetal","vinagre","suco de cebola","sal","mostarda seca","semente de papoula"]
7234;Judy'S Macaroni Dish;["Cabe�a moída","cebola","alho","cebola verde","sal","cotovelo macarrão","molho de espaguete","cheddar queijo"]
7235;Carrot Cake;["Farinha","açúcar","Bicarbonato de sódio","sal","canela de ch�o","ovos","óleo","cenouras","porcas","raisins"]
7236;Million Dollar Candy;["Leite","açúcar branco","creme de marshmallow","Chips Chocolate","nozes","baunilha","margarina"]
7237;Pumpkin Pie;["ovos","bloco s�lido abóbora","açúcar","sal","canela","gengibre","cravo","leite","crosta de torta"]
7238;Clam Dip;["am�ijoas","suco de limão","migalhas de pão","oregano","manteiga","salsa","cebola","Velveeta queijo"]
7239;Butter Icing(For Cookies Or Bars);["manteiga","açúcar","creme","baunilha"]
7240;Sweet Potatoes;["Batatas doces","molho de pera","mandarim laranjas","passas","amido de milho","manteiga"]
7241;Cold Spaghetti Salad;["Espaguete","Tomates","Pepinos","cebola","salada tempero","salada italiana vestir"]
7242;Spaghetti Salad;["Massa","Cenouras","brócolis","cebola","Couve-flor","rabanetes","queijo desfiado","macarrão","curativo italiano"]
7243;Mom'S Dessert;["Farinha","Margarina","Nozes","Cream Cheese","açúcar","Pudim de chocolate instant�neo","leite"]
7244;Choco-Cherry Nut Drops;["Farinha","refrigerante","manteiga","açúcar mascavo","ovo","baunilha","chocolate semi-doce Mormsels","porcas","Cerejas"]
7245;Stuffed Bell Peppers;["verde pimentão","bovino � terra","arroz","oregano","alho p�","molho de tomate","ovo","molho de tomate"]
7246;Vegetable Soup;["carne de ebuli��o","vinagre","cebolas","cenouras","aipo","repolho","batatas","tomates","macaroni","suco de tomate","sal"]
7247;Scalloped Sausage And Potatoes;["salsicha de porco","batatas","todos finais","sal","queijo americano","leite"]
7248;Granola;["aveia rolada","coco sem açúcar","sementes de girassol","porcas","bananas","datas","água","sal"]
7249;Southern Style Corn Bread Dressing;["pão de milho","cebolas","ovos","tempero de aves","sage","sal de tempero","pimenta","água"]
7250;Veggie Squares;["Crescent Rolls","Cream Cheese","Mayonnaise","Dill Weed","Legumes","Cheese Ralado"]
7251;Smithfield Ham;["presunto","água fria","açúcar mascavo","mostarda"]
7252;Chocolate Ravioli With Cherry-Orange Sauce;["Farinha","cacau","açúcar","sal","água","óleo","laranja","laranja","queijo de ricota de baixo teor de gordura","açúcar","Cornstarca","água","cerejas vermelhas","chantilly claro"]
7253;Homos Bi Tahini;["gr�o de bico","dente de alho","tahini","sal","limão","água"]
7254;Mexican Fruit Cake;["ovos","farinha","açúcar","bicarbonato de sódio","pecans","abacaxi"]
7255;Pecan Cornbread;["amarelo f�cula","farinha","açúcar","fermento","sal","manteiga","ovos","pecans"]
7256;Fish Florentine;["peixe","espinafre congelado"]
7257;Zucchini Casserole;["Abobrinha","Margarina","garlic sal","cebola","cenouras","creme azedo","creme de sopa de galinha","croutons"]
7258;Frozen Pink Salad;["Leite condensado","Cherry Torta enchimento","abacaxi","marshmallows","nozes"]
7259;Cabbage Rolls;["Paste de tomate","açúcar mascavo","vinagre","molho de worcestershire","sal","mostarda seca","pimentão","hamburger","cebola","sal","molho de worcestershire","pimenta"]
7260;Louisville Cornbread;["mix de cornbread","ovos","creme azedo","creme-estilo"]
7261;Rhubarb Cake;["Bolo branco","ruibarbo","açúcar","morango"]
7262;Taco Salad;["óleo de cozinha","Turquia fresca","cebola","mistura de tempero taco","pimentão","água","pe�as de tamanho da mordida alface","tomates","pimenta verde","triturada Monterey","Chips de milho"]
7263;Thousand Island Dressing;["maionese","molho de pimentão","Leite","Aipo","pimenta verde","doce pickle aprecia","cebola","paprika","sal"]
7264;Chocolate Chip Cookies;["Farinha","Soda","encurtamento","açúcar","açúcar mascavo","baunilha","água","ovos","Chips"]
7265;Sweet Potato Pie;["Margarina","gema","açúcar","leite","batatas","amido de milho","baunilha"]
7266;Pound Cake;["Margarina","CRISCO","açúcar","ovos","aromatizante","farinha","sal","fermento"]
7267;Italian Cole Slaw;["Repolho","Cenoura","açúcar","oil","vinagre","açúcar","sal","mostarda seca","Aipo"]
7268;Tri-Fruit Cooler;["Suco de laranja concentrado","suco de ma��","morango"]
7269;Crock-Pot Chicken;["frango","talos aipo","cenouras","sopa de cogumelos","sopa de cebola","arroz"]
7270;Shrimp Creole;["Aipo","cebola","pimenta verde","margarina","camar�o","açúcar","sal","pimenta","worcestershire"]
7271;Shrimp Mold;["creme de sopa de camar�o","Cream cheese","gelatina","Aipo","cebola","mayonnaise"]
7272;Tuna Noodle Casserole(Servings: 6. Prep Time:  10 To 15 Minutes);["aipo","macarrão de ovo","creme de sopa de cogumelos","creme de sopa de aipo","branco albacore atum","água","ervilhas congeladas","batata frita"]
7273;Creamed Spinach;["manteiga","cebola","espinafre fresco","farinha","leite","noz-moscada","pimenta","sal","pimenta"]
7274;Cooked Cabbage;["repolho","água","pimenta preta","bacon drippings","sal"]
7275;Dainty Pinwheel Sandwiches;["pão","cream cheese","azeitonas verdes","margarina"]
7276;Angel Biscuits;["fermento em pó","açúcar","encurtamento","buttermilk","farinha","sal","refrigerante","levedura"]
7277;Strawberry Salad;["gelatina de morango","água fervente","morangos congelados","bananas","abacaxi  pecans","creme azedo"]
7278;Marinated Bean� Tuna And Tomato Salad;["feijão cannellini","azeite","suco de limão","oregano","atum","tomates","cebola","salsa"]
7279;Chicago-Style Steak With Blue Cheese Butter;["Chicago","T","manteiga  queijo","cebola verde"]
7280;Hammonds Flavored Pretzels;["pretzels","Vale","alho","dill weed","cebola","óleo vegetal"]
7281;Yam Cake;["Farinha de bolo","açúcar","fermento","soda","sal","óleo","ovos","batata doce","pecans"]
7282;Crab Casserole;["carne de caranguejo branco","arroz","queijo","leite","cebola","ro-tel tomates","azeite"]
7283;Strawberry Freezer Jam;["Bagas","açúcar","água"]
7284;Chew Cake;["Farinha","ovos","baunilha","açúcar mascavo","pecans"]
7285;Delicious Pork Roast With Sauerkraut;["Bacon","chucrute","cebola","maçãs","porco assado"]
7286;Artichoke And Green Bean Casserole;["cora��es","feijão verde","queijo parmesão","migalhas de pão italiano","manteiga","sal de alho","migalhas de pão"]
7287;Zucchini� Corn� Tomato Dish;["abobrinha","cebola","milho","tomates"]
7288;Grape And Chicken Salad(With Mustard Dressing);["salada greens","uvas","queijo su��o","cogumelos","cebola verde","curativo"]
7289;Orange Slice Cake;["manteiga","açúcar","ovos","soda","buttermilk","farinha","datas","Doces de fatia laranja","pecans  anjo"]
7290;Corn Bread Sticks;["refei��o","milho de estilo creme","óleo","ovo"]
7291;Oatmeal Jelly Bars;["Rolded aveia","farinha","açúcar mascavo  sal","encurtamento","cereja"]
7292;Chocolate Whipped Cream Icing;["creme pesado","Chips de chocolate semi-doce"]
7293;Sourdough Bread;["Starter","açúcar","água","Sugar","oil","água","farinha"]
7294;Chicken And Rice Casserole;["frango","creme de sopa de aipo","creme de sopa de cogumelos","arroz","água","sal","margarina","paprika"]
7295;Cheddar Pecan Crisps;["manteiga n�o espec�fica","Queijo Cheddar","Yolk de ovo","sal","Caiena","All-Propósito  Pecans"]
7296;Stretch The Budget Punch;["suco de abacaxi","água"]
7297;Lemon Meringue Pie;["Torta casca","ovos","açúcar","açúcar  farinha","água","sal","manteiga","suco de limão","limão casca"]
7298;Lazy Daisy Oatmeal Cake;["água fervente","aveia","manteiga","açúcar","açúcar mascavo","ovos","farinha","refrigerante","sal","canela"]
7299;Tex Mex Dip;["feij�es","abacates","creme azedo","taco tempero","azeitonas maduras picadas","cebolas verdes","tomate","Alface triturada","queijo ralado"]
7300;Plain Biscuits;["Farinha","fermento em pó","açúcar","sal","manteiga","leite","ovo"]
7301;Salad Dressing Cake;["Farinha","açúcar","Cacau","bicarbonato de sódio","molho de salada","água","baunilha"]
7302;Crab Soup;["Tomates","Caranguejo","milho congelado","feijão verde","batatas marrons congeladas","pimenta preta","ba�a","camar�o"]
7303;Yankee Doodle Salad;["cotovelo macarrão","mostarda","Queijo cheddar","cachorros quentes","vinagre","creme azedo","doce pickle apreciar","pimenta verde","cebola verde"]
7304;Fabulous Broccoli Turkey Flako Pie;["Queijo su��o","Frango","brócolis congelado","leite","crosta de torta de flako","ovos","sal","cebola","pimenta"]
7305;Sour Cream Whipped Potatoes;["água","manteiga","Alho","leite","cream cheese","azedo metade e metade","flocos de batata"]
7306;Sour Cream Pound Cake;["Cisnes","açúcar","ovos","manteiga","aromatizante","limão aromatizante","creme azedo"]
7307;Ruby Dildine'S Cheese Cake;["Lemon Jello","água fervente","Leite","Margarina","Biscoitos de Graham","açúcar","queijo creme","açúcar","baunilha","abacaxi"]
7308;Easy Chicken Surprise;["peitos de frango","arroz","creme de sopa de cogumelos","sopa de cebola","xerry cozinhar vinho"]
7309;Cream Cheese Clouds;["Queijo creme","açúcar","extrato de baunilha","creme pesado","Cherry Torie enchimento"]
7310;Crock-Pot Apple Butter;["açúcar","maçãs","água","óleo de canela","vinagre"]
7311;Mississippi Mud Cake;["margarina","cacau","açúcar","ovos","baunilha","farinha","pecans  creme de marshmallow"]
7312;Unbaked Chocolate Cookies;["biscoitos","manteiga","porcas","baunilha","claras","açúcar","gema","bolo","marshmallows"]
7313;Hamburger Soup;["Carne de ch�o","Cenouras","tomates","molho de tomate","suco","água","açúcar","sal","pimenta","sal select"]
7314;Potluck Potatoes;["batatas vermelhas","pimientos","cebola","cebola sal","sallic sal","queijo americano","pão","oleo"]
7315;Wassail;["ma�� cidra","suco de laranja","suco de limão","suco de abacaxi","cravo","açúcar","canela paus"]
7316;Chocolate Buttermilk Drink;["cacau em p�","açúcar","buttermilk"]
7317;Lime Cucumber Salad;["lima gelatina","água fervente","mayonnaise","pepino","cebola","pimentas","pimentas"]
7318;Biscuits;["Farinha","fermento em pó","sal","açúcar","encurtamento","ovo","leite"]
7319;Coconut Cake;["gema de ovo","ovo","açúcar","leite","leite de coco","manteiga","farinha","fermento"]
7320;Sugar Biscuits;["ovo","farinha","manteiga","açúcar branco","creme"]
7321;Angel Biscuits;["Farinha","Faring em p�","sal","Sugar","encurtamento","levedura","água morna","buttermilk","manteiga"]
7322;Overnight Crock-Pot Apple Butter;["Apple polpa","açúcar","vinagre","canela"]
7323;Spaghetti And Meatballs(Caryn'S Favorite Meal!);["Alm�ndegas","Meatball Carne","molho","água fervente","Raaster de frango","azeite","Rosemary","paprika","alho","Tomilho","pimenta","sal","batatas","vitela","molho vermelho","queijo mussarela"]
7324;Lazy Day Cobbler;["margarina","açúcar branco","farinha","fermento  sal","leite","cerejas","açúcar"]
7325;Pecan-Pie Cookies;["açúcar mascavo","manteiga","baunilha","farinha","bicarbonato de sódio","pecans","refei��o"]
7326;Blueberry Bread;["Farinha","açúcar","ovo","fermento","refrigerante","sal","suco de laranja","bagas"]
7327;Strawberry Yum Yum;["manteiga","farinha","nozes"]
7328;Betty'S Chili;["Hamburger","cebola","suco de tomate","farinha","açúcar mascavo","paprika","pimentão","chili hot feijão"]
7329;Spicy Polynesian Beef Or Chicken;["molho de tomate","Frango","pimentinha verde","ervilhas opcionais","sal","alho","sotaque","óleo de escolha"]
7330;Vegetable Casserole;["ervilhas congeladas","cenouras congeladas","cebolas","creme de sopa de aipo","leite"]
7331;Baked String Beans;["feij�es","Margarina","farinha","cebola","queijo cheddar","migalhas de pão","margarina"]
7332;Ice Cream Maker Vanilla Ice Cream(Makes 2 Quarts);["creme pesado","creme leve","açúcar","baunilha","sal"]
7333;Salmon Salad On The Half Shell;["Abocados","Salm�o","Aipo","suco de limão","Mostarda seca","óleo","alho do cravo","sal","salsa"]
7334;Tortilla Rolls;["Cream Cheese","Molho de Picante","suco de limão","cebola verde","creme azedo","jalapeno pimenta","tortillas de farinha"]
7335;Green Jello Salad;["Lime Jello","Cream Cheese","Abacaxi","Leite","água fervente"]
7336;Peanut Butter Cookies;["Misture","açúcar mascavo","ovos","baunilha","manteiga de amendoim"]
7337;Death By Chocolate;["Mix de bolo de chocolate","Kahlua","Pudim de chocolate instant�neo","leite","topping"]
